$ CUSTOMER	QUANTUM						
$ ITEM	TADVD028	1					
$ ITEM	TAFOODVD034	1					
$ ITEM	TANRVDVD038	1					
$ ITEM	TAVDVD1002	1					
$ ITEM	TFHE9002	2					
$ ITEM	TTR102	1					
$ ITEM	TTR12	1					
$ ITEM	TTR141	1					
$ ITEM	TTR201	1					
$ ITEM	TTR37	1					
$ ITEM	TTR43	1					
$ ITEM	TW02	1					
$ ITEM	VESTA13009	1					
$ ITEM	WTT55627	1					
$ ITEM	Y380DVD	1					
$ ITEM	Y381DVD	1					
$ ITEM	YFE5422	1					
MSE	Goods- In Area	1 Eagle Park Drive		Warrington		WA2 8JA	UK
